place_name,keywords,data_type,theme_id,open_info,fee,info,contact,address,coordinate_y,coordinate_x,주차
2024 메이커 페어 서울 (Maker Faire Seoul 2024),핫플레이스,tour,3,11:00-18:00,무료,"메이커 페어(Maker Faire)는 다양한 연령대의 기술자, 창작가, 교육자, 엔지니어, 작가, 아티스트 등의 메이커들이 직접 만든 프로젝트를 서로 공유하고 교류하며, 체험볼 수 있는 축제이다. 2006년 캘리포니아 산 마테오에서 시작되어 매년 전 세계 약 40개 국에서 열리고 있으며, 서울시립과학관에서 미국 메이크 커뮤니티와의 독점 계약으로 지난 2023년부터 ‘메이커페어 서울’을 개최하면서, 메이커 문화를 확산하고, 시민들과 함께 ‘상상을 현실로 만드는 창작의 기쁨’을 누리고자 한다.",,서울특별시 중구 마장로 22 (신당동),37.5673186485,127.0121262683,
2025 한강명산트레킹(2차),액티비티,tour,3,08:00~13:00,무료,"서울 내 한강 및 명산의 아름다운 트레킹 코스를 개발하여, 서울 시민들에게 걷기 기회를 제공을 통해 시민 건강을 향상시켜주는 프로그램이다. 2025년 한강명산트레킹은 가족과 함께 트레킹, 연인과 함께 트레킹, 나는 솔로 트레킹, 멍멍트레킹, 패션뽐내기 트레킹 등 회차별 다양한 테마로 운영될 예정이다. 회차별 최대 600명이 참가할 수 있으며, 멍멍트레킹의 경우 최대 200명(반려견 50마리 이내)이 참가할 수 있다. 본 사업을 통해 서울시민에게 그동안 발견하지 못했던 서울의 매력을 체험하고, 걷는 즐거움을 느낄 수 있는 기회를 제공할 예정이다.",02-490-2768,서울특별시 중랑구 용마산로 250-12 (면목동),37.5734054382,127.0891385242,
종로한복축제,문화 예술,tour,3,10:00~20:00,무료,"종로한복축제는 2016년부터 매년 가을 한복의 아름다움을 알리고자 개최하는 종로구 대표 브랜드 축제이다. 2025년 10주년을 맞이하여 종로한복축제는 한복을 넘어 우리 문화를 온전히 즐길 수 있는 종합전통예술축제로 확대하고자 한다. 10월부터 10일 동안 축제주간을 운영하고, 10월 17일과 18일 양일간 개막식과 패션쇼, 전시 · 체험 · 판매 등 다양한 볼거리와 즐길거리가 펼쳐진다.",02-6203-1164,서울특별시 종로구 세종대로 지하172 (세종로)광화문광장,37.5716786179,126.9767821434,
여성마라톤대회,액티비티,tour,3,집결 07:30 / 출발 08:00,"유료<br>- 10km 40,000원<br>- 5km 35,000원<br>- 3km 25,000원<br>- 랜선 20,000원","여성마라톤은 매년 5월에 개최되는 역사 깊은 행사로, 올해로 25회를 맞이한다. ""나와! 함께!""라는 슬로건 아래, 제25회 여성마라톤은 개인을 밖으로 이끌며 참가자들이 함께 만들어가는 대회이다.  이 행사는 남녀노소 누구나 즐길 수 있는 축제의 장으로, 개인, 친구, 가족, 직장 동료 등 다양한 구성원이 함께 참여할 수 있다. 대회 당일에는 참가자들을 위한 다채로운 체험존과 포토존 등이 마련될 예정으로 달리기 외에도 풍성한 경험을 제공한다.",02-2036-9214,서울특별시 마포구 월드컵로 251 (성산동),37.5659583996,126.8964785141,
2024 대한민국무용대상 & 대한민국무용인의 밤,문화 예술,tour,3,,"균일석 30,000원","한국 최고의 기량과 예술성을 겸비한 무용가들의 경연 무대로 무용의 저변확대를 통하여 무용의 대중화, 산업화를 위해 국제적으로 경쟁력 있는 작품을 발굴하여 한국무용의 국제화를 선도하기 위한 사업이다. 열린 기회와 엄정한 절차, 공정한 심사로 경연에 대한 공신력을 높여 수상자들에게는 영예와 긍지를 부여하고, 대중에게는 춤의 정신과 가치를 널리 전파함과 동시에 무용의 문화상품으로서의 가치를 높이고 국제경쟁력을 강화하는 것을 목적으로 한다.",02-744-8066,서울특별시 종로구 대학로8길 7 한국문예회관,37.5812640855,127.0029878163,
한복문화주간,문화 예술,tour,3,10:00 ~ 18:00,무료,"한복문화주간은 우리의 멋과 전통이 담긴 한복을 널리 알리고 일상 속에 한복 입는 문화를 확산하기 위해 매년 10월 셋째 주에 개최되는 전국 단위 한복 문화 행사이다. 2024 한복문화주간에는 서울공예박물관, 창경궁, 청와대 등 전국 주요 거점에서 전시, 패션쇼, 공연, 한복인 대상 표창, 체험 등 다채로운 한복 문화 프로그램을 통해 일상 속 즐거운 한복문화를 향유 할 수 있다.",02-398-1625,서울특별시 종로구 율곡로3길 4 (안국동),37.5760060076,126.9831814373,
그루브 인 관악,문화 예술,tour,3,12:00~21:00,무료,"'그루브 인 관악'은 팝핑(Popping), 락킹(Locking), 왁킹(Waacking), 브레이킹(Breaking), 하우스(House), 크럼프(Krump) 등 모든 장르의 스트리트 댄서와 함께 관악구 특성화 장소(신림 별빛내린천)에서 펼쳐지는 글로벌 스트리트 댄스 페스티벌이다.
올해 4회차인 ‘그루브 인 관악’은 '스우파', '스맨파' 출연진과 함께하는 모든 장르의 스트리트 댄스 배틀, 댄스워크숍, 플리마켓, 플레이그라운드, 전시 등 스트릿 문화를 즐길 수 있는 다채로운 프로그램이 마련되어 있다.",02-828-5764,"서울특별시 관악구 관천로 53 (신림동)신림역 별빛내린천, S1472 관천로문화플랫폼",37.4841656500,126.9257892588,
2024 인사동 엔틱&아트페어,"문화 예술, 핫플레이스",tour,3,"목,금,토 11:00~19:00 <br>일 11:00~17:00",무료,"대한민국 제1호 문화지구 인사동에서 개최되는 인사전통문화축제는 1987년 시작된 이래 올해 37회째를 맞이한 명실상부 대한민국 대표 문화예술축제이다. 전통문화업종 전시를 비롯하여, 다양한 체험행사 및 공연 등을 통해 우리의 전통문화를 널리 알리고 인사동 문화지구를 전통문화와 현대가 만나는 향연장으로 자리매김하고자 한다. 인사동 문화지구 전 지역과 더불어 안녕인사동 지하 1층 전시장에서 개최하는 이번 축제는 1부 차공예박람회, 2부 엔틱페어, 3부 한복박람회, 4부 아트페어로 진행된다.  전통문화와 현대문화가 만나 다채로운 향기로 가득찰 인사동에서 가족, 친구, 연인과 함께 행복한 추억을 만드시길 바란다.",02-737-7890,서울특별시 종로구 인사동길 49,37.5745200760,126.9835675554,
2024 부활절 퍼레이드,문화 예술,tour,3,15:00-21:00 <br>퍼레이드 15:00 ~ 17:30 <br>음악회 18:30 ~ 20:30 <br>상설부스 10:00 ~ 21:00,무료,"한국 교회와 함께하는 2024 부활절 퍼레이드는 ‘부활을 기다리는 사람들’이라는 슬로건으로 3월 30일(토) 광화문광장 ~ 서울광장에서 열리는 문화 행사이다. 약 10,000여명이 함께하는 대규모 퍼레이드 행진과 기념음악회, 상설행사로 구성되어 다양한 볼거리와 즐길 거리를 선사할 예정이다.",02-6333-1127,서울특별시 종로구 세종대로 175,37.5720618985,126.9763210635,
서울K-가족축제,"문화 예술, 핫플레이스",tour,3,10:00~20:00,무료,"K-가족축제는 홍익인간 정신을 바탕으로 한 한국형 대가족 문화의 정수를 되살리고, 그 안에 담겨있는 사랑∙결혼∙가족의 보편적 가치와 윤리를 중심으로 올바른 저출산∙고령화 정책을 촉구하기 위해 열린다. 무엇보다 자랑스러운 한국의 가족문화(K-가족)를 전 세계로 확산시키기 위한 취지로 마련된다. ‘K-가족’은 ‘대한민국 홍익인간 건국이념이 담긴 대가족 문화’로, 이러한 문화의 가치를 확산하기 위해 다양한 시민사회단체들이 협력하고 연대하며 축제를 준비한다. 가족 구성원 모두가 참여할 수 있는 다양한 공모전과 체험 부스, 가족노래경연, 정책 전시회, 토크콘서트, 한국전통혼례 퍼포먼스, 다채로운 문화공연 등이 준비된다. 이번 K-가족축제는 저출산∙고령화 문제 해결을 위한 마중물 역할을 자처하며, 2023년과 2024년에 이어 세 번째로 개최된다. 이번 행사를 통해 'K-가족'이 세계에 자랑할만한 최고의 'K-컬처'가 되길 기대한다.",02-477-2023,서울특별시 광진구 능동로 216 (능동)서울어린이대공원 열린무대 일원,37.5493552228,127.0762792676,
크리에이티브X성수,핫플레이스,tour,3,,"프로그램별 상이 (할인대상: 대학(원)생, 임팩트 지향조직 종사자, 성동구민, 성동구 소재 직장인, 경로우대자(만 65세 이상), 장애인, 국가유공자, 복지카드 소지자, 예술인패스 소지자 등)","‘역동적 포용성’을 바탕으로 문화, 기술, 기업이 가진 서브컬처의 혁신(새로움)을 포용하며, 문화경험의 미래를 선도하는 역동성을 지향하는 크리에이티브X성수는 첨단 문화기술을 통해 미래 창조산업을 이끄는 기업들이 펼치는 CT페어, 다양한 문화 컨퍼런스와 토크쇼, 갤러리와 함께하는 미술전시, 공예 프리마켓, 패션쇼, 브라스밴드 재즈와 서울숲 재즈페스티벌, 대중가수 버스킹 공연, 가상현실(VR) · 증강(AR)현실로 연무장길을 게임 테마파크로 만드는 플레이 성수 등 문화예술과 문화기술이 어우러진 글로벌 문화창조산업축제이다.",02-2204-7511,서울특별시 성동구 연무장15길 11 (성수동2가),37.5423085165,127.0594809973,
코리아뷰티페스티벌,문화 예술,tour,3,,무료,"코리아뷰티페스티벌은 관광업계/민간기업 참여로 이루어지는 K-뷰티 테마 중심의 외래 관광객 대상 관광 축제이다. 동대문, 명동, 성수 등 서울 내 주요 관광지 일대에서 개최되며, 헤어, 메이크업, 패션, 헬스, 웰니스 5개 테마의 K-뷰티 체험 프로그램과 함께 각종 할인 혜택, 이벤트, 프로모션 등이 연계되어 운영된다. K-팝 연계 공연 등 K-컬처 요소들이 결합된 대규모 융합형 페스티벌로 뷰티와 문화 요소를 함께 접할 수 있는 프로그램이 진행된다. 한국을 방문한 외국인 관광객이라면 누구든 참여 가능하며, 코리아뷰티페스티벌 공식 홈페이지(koreabeautyfestival.com)와 한국방문의해위원회 SNS계정(@visitkoreacommittee)을 통해 참여 정보를 확인할 수 있다.",070-7603-3809<br>070-4880-2472,서울특별시 중구 을지로 281 (을지로7가),37.5661076320,127.0095709797,
서초책있는거리 6월 북캉스,"힐링,  문화 예술",tour,3,13:00~17:00,무료,"국립중앙도서관을 중심으로 한 반포대로 일대에 책문화축제가 화려하게 펼쳐진다. 북토크, 북마켓, 서리풀 독서골든벨, 여행하는 서재 등 풍성한 프로그램으로 가득찬다. 차로 가득한 반포대로 도심 속, 힐링과 휴식의 공간 ‘서초책있는거리’에서 온 가족이 행복한 하루를 책으로 보낼 수 있다.",02-2155-8636~8,서울특별시 서초구 반포대로 201 (반포동),37.4976821568,127.0045483736,
대한민국은 공연중,문화 예술,tour,3,10:00~21:00,유무료(공연별 금액 상이함),"올해 처음 선보이는 〈2024 대한민국은 공연중〉은 공연 최성수기인 10월에 열리는 주요 공연예술 행사와 전국 곳곳에서 진행되는 공연을 연계하여 소개하는 통합 공연예술축제이다. 국립극장, 예술의전당, 명동예술극장, 청와대, 서계동 옛 국립극단 터에서 대표 공연을 선보이며, 주요 공연예술 행사인 서울아트마켓, 서울국제공연예술제, 웰컴대학로 등 국내외 공연예술 및 공연관광 분야를 확인할 수 있다. 더불어 전국 문예회관과 공연장에서 진행하는 다양한 공연을 대한민국은 공연중 공식 누리집에서 확인할 수 있다.",02-708-2230,서울특별시 중구 장충단로 59 (장충동2가),37.5518007890,127.0000222551,
제5회 여주인공 페스티벌,"문화 예술, 핫플레이스",tour,3,평일 19시30분 토 15시 18시 일 15시 (나는 배우다 평일 19시 30분 토 19시 일 15시),"정가 3만원 / 연극인할인 1만원, 예술인, 서울시민, 국가유공자, 장애인, 문화누리카드, 청년문화패스 할인 1만 5천원 /  나는 배우다 무료(감동후불제)","여주인공 페스티벌은 여성 중심의 서사를 가진 연극 작품을 발굴하고 공연하는 것을 목표로 하는 연극 축제이다. 이 페스티벌은 여성 배우들에게 다양한 캐릭터를 연기할 기회를 제공하며, 여성과 사회의 관계를 다루는 작품을 통해 문화예술의 서사 확장을 추구한다. 2024년 제5회 페스티벌은 11월 4일부터 12월 15일까지 대학로 물빛극장에서 열린다. 페스티벌은 총 5개의 연극 작품이 5주간 순차적으로 공연되며, 개막식과 폐막식에서 시상식이 함께 진행된다. 또한, 여성 인권을 주제로 한 강연과 모놀로그 토크쇼 등의 부대 프로그램도 포함된다​​.",010-2183-1992,서울특별시 종로구 대학로8가길 129 (동숭동)지하 1층,37.5803641996,127.0035405691,
퓨처그라운드 (FUTUREGROUND),문화 예술,tour,3,10:30~20:00 (입장 마감 19:00),"- 현장 예매 18,000원<br>- 온라인 예매(네이버, 인터파크) 15,000원<br>※ 무료<br>- 36개월 미만 유아<br>- 장애인(평일)<br>※기타 상세 내용은 유선 문의","앉아서 하는 게임은 이제 그만! 몸을 움직이며 즐기는 도심 속 XR 놀이터, 퓨처그라운드! 퓨처그라운드는 확장현실(XR) 기술과 스포츠 요소를 결합한 신개념 XR스포츠 체험전시이다. 디지털 기술과 놀이를 결합한 미래형 놀이터로, 관람객이 가상현실 공간에 들어가 직접 몸을 움직이며 즐길 수 있는 체감형 콘텐츠를 한자리에 만나볼 수 있다.",,서울특별시 강서구 하늘길 지하77 (방화동),37.5621960337,126.8015844987,
DDP 건축투어,"역사 탐방, 핫플레이스",tour,3,· 1회차: 10:30(한국어) <Br>· 2회차: 13:30(영어)<br>· 3회차: 15:30(한국어),무료,"동대문디자인플라자(DDP)에서 꿈꾸고(Dream), 만들고(Design), 누리는(Play) 공간을 중심으로 ‘DDP 건축투어’를 진행한다. 자하 하디드가 설계한 건축물을 중심으로 DDP가 자리한 동대문 일대의 역사와 의미를 해설사와 함께 살펴보는 무료 프로그램이다.

운영 일정은 화요일부터 일요일까지 상시 운영되며, 매주 월요일과 신정, 설, 추석 당일에는 휴무이다. 운영 시간은 1회차 10:30(한국어), 2회차 13:30(영어), 3회차 15:30(한국어)이다. 투어 장소는 DDP 뮤지엄 1층 투어데스크이며, 소요 시간은 약 60분이다. 참여 대상은 만 13세(중학생) 이상으로, 13세 미만의 경우 보호자 동행이 필수이다.

참여 방법은 온라인 예약과 현장 접수가 가능하다. 온라인 예약은 DDP 홈페이지(<a href=""https://ddp.or.kr/?menuno=797"" target=""_blank"" title=""새창 : DDP 건축투어 홈페이지로 이동"">https://ddp.or.kr/?menuno=797</a>)를 통해 진행하며, 현장 접수는 잔여석에 한해 투어 시작 10분 전부터 가능하다.","유선: 02-2153-0310 / 0311 (12:00~13:00 점심시간) <br>※ 투어 진행으로 인해 유선 문의에 답변이 어려울 수 있음<br> 네이버 1:1 문의: <a href=""https://talk.naver.com/ct/wbeztoc?frm=mbooking"" target=""_blank"" title=""새창 : 네이버 1:1 문의 홈페이지로 이동"">https://talk.naver.com/ct/wbeztoc?frm=mbooking</a> <br>이메일 문의: ddptour@seouldesign.or.kr",서울특별시 중구 을지로 281 (을지로7가),37.5661076320,127.0095709797,
문화가 있는 날 청춘마이크 수도강원권,문화 예술,tour,3,10:00~22:00 (공간 별 상이),무료,"청춘마이크 수도ㆍ강원권은 청춘마이크 아티스트 [무지개추적단]과 함께 다양한 관객의 취향을 추적하며 방방곡곡을 누빈다.
매 달 문화가 있는 날 주간, 음악 / 전통예술 / 무용 / 마술 등 다 장르의 42팀 아티스트와 함께 서울, 인천, 경기, 강원 각지의 일상 공간과 문화가 필요한 곳을 찾아간다. 누군가에겐 허황된 말, 누군가에겐 희망, 꿈, 성공, 이뤄지고 말 미래 같은 다양한 가치를 추적하며 
다양한 지역의 관객과 함께하는 공연 속에서 다채로운 취향과 멋진 가치를 찾는 이번 여정에 함께할 수 있다.",070-4248-9838,서울특별시 서초구 반포동649-1 반포한강공원 달빛광장 등,37.5119526047,126.9980013443,
사찰음식 대축제,"치유/명상, 문화 예술",tour,3,10:00~18:00,무료,대한불교조계종 한국불교문화사업단에서 사찰음식이 국가무형유산 지정을 기념하고 사찰음식의 전통과 현대적 가치를 알리기 위하여 서울 양재 At센터Dptj 2025년 6월7일(토)~6월8일(일) 2일간 개최한다.,02-6433-4808,서울특별시 서초구 강남대로 27 (양재동),37.4673918780,127.0407514903,
경북 WOW(와)보이소,문화 예술,tour,3,15:00~21:00,무료,"경상북도 방문의 해를 맞이하여 서울 청계광장에서 진행되는 경북 WOW(와) 보이소는 경상북도의 특산물, 다양한 축제, 체험, 공연까지 한 자리에서 무료료 즐기는 페스타로 경상북도의 다채로운 매력에 빠져들게 한다. 쏟아지는 이벤트와 다채로운 컨텐츠, 경상북도의 관광 포인트로 가득 채운 축제이다.",02-797-8760,서울특별시 중구 태평로1가1 서울 청계광장,37.5692566951,126.9777682330,
귀어귀촌 어촌관광 한마당,쇼핑,tour,3,11:00~20:00,무료,"""귀어귀촌 어촌관광 한마당 – 어촌으로 올래""는 도시민들이 도심 한복판에서 어촌의 매력을 직접 체험하고 귀어귀촌이라는 새로운 삶을 상상해볼 수 있는 참여형 문화행사이다. 광화문 해치마당과 놀이마당 일대에서는 귀어귀촌 일자리 상담부터 어촌 특산물과 관광상품 전시, VR 체험, 바다 조각으로 만드는 DIY 작품, 귀어귀촌 유형테스트 ‘어비티아이’ 등 온 가족이 함께 즐길 수 있는 다채로운 프로그램이 펼쳐진다. 전국 어촌 지역의 부스를 방문하면 각 지역의 특색 있는 특산물과 콘텐츠를 만나볼 수 있으며, 귀어귀촌 캐릭터 ‘귀어해’와 함께 사진을 찍는 추억도 남길 수 있다. 행사 무대에서는 호흡 명상 테라피를 하며 힐링할 수 있는 싱잉볼 명상부터 귀어인의 생생한 경험을 나누는 토크쇼, 도심 속 힐링 버스킹, 귀어벨을 울려라 같은 참여형 이벤트까지 다양한 공연과 프로그램이 운영된다. 행사장을 구석구석 걸으며 모바일 스탬프 미션을 완료하면 기념 선물도 받을 수 있으며, 저녁 시간대에는 수산물 시식과 간식 타임이 마련되어 도심에서 어촌을 보고, 듣고, 맛보는 오감만족의 시간을 선사한다.",070-4419-9558,서울특별시 종로구 세종대로 175 (세종로)광화문광장 놀이마당,37.5720618985,126.9763210635,
2025년 가락몰 여름이벤트,쇼핑,tour,3,프로그램 별 상이,무료,"1.가락서가 야외도서관/북콘서트 : 가락몰 하늘공원에서 편안한 자세로 책을 읽으며 일상의 스트레스를 날리고 마음의 여유를 찾는 가락몰 하늘공원 야외 도서관 '가락서가(加樂書架)'를 개최합니다. Rest & Healing 그리고 Fun이 공존하는 이 특별한 공간에서 독서의 즐거움을 새롭게 경험할 수 있는 야외 독서 시설과 어린이 놀이터, 플리마켓 그리고 이호선교수, 임해리 작가, 황우연 작가 와 함께하는 북콘서트와 특별 공연 등을 통해 행복해지는 여유를 가져보세요.                                                       2.가락테이블콘서트 : 전국 각지 농수산물이 모이는 서울시 송파구 가락몰에서 한여름밤의 더위를 식혀줄 음악콘서트를 개최합니다.
6/20~6/22, 그리고 6/27 ~ 6/28 총 5일간 펼쳐지는 얼터너티브, 신스팝, 재즈, 힙합까지 각 장르를 대표하는 14팀 아티스트들의 향연. 그리고 흑백요리사를 통해 알려진 만찢남 조광효, 채낙영, 정우영 셰프와 가락동을 대표하는 셰프들(윤익, 아타라시, 용과서울)과의 요리대결 미식팝업스토어까지 다채로운 음악과 맛있는 음식이 함께 어우러지는 한여름밤의 음악축제~! 사랑하는 가족과 연인, 친구들과 함께 행복한 시간을 만들어가길 바랍니다.",02-3435-0455,서울특별시 송파구 양재대로 932 (가락동),37.4960786971,127.1107693087,
2025 나도 버스커 페스티벌,"문화 예술, 핫플레이스",tour,3,15:00~20:00,무료,"2025 나도 버스커 페스티벌은 서울특별시 마포구 홍대 레드로드 일대에서 진행되는 시민 참여형 거리공연 축제이다. 인디문화의 상징이자 거리공연의 성지인 '홍대' 일대에서 진행되는 '2025 나도 버스커 페스티벌'은 남녀노소 누구나 무대의 주인공이 되어 공연을 펼치는 버스킹 경연대회와 2025 서울거리공연단이 시민과 함께 소통하며 특별한 무대로 구성된다. 함께 문화와 예술을 즐기고 창조하는 장을 마련하여 서울의 공연예술 문화를 만들어가는 경험을 선사하고자 기획된 '2025 나도 버스커 페스티벌'은 단순히 문화를 소비하는 것을 넘어 시민 스스로가 문화를 만들고 참여하는, 진정한 의미의 문화도시 서울을 상징하는 축제이다.",02-6238-1770,서울특별시 마포구 양화로 지하188 (동교동),37.5575099286,126.9270259684,
의정부지 역사유적광장 전통무예행사,역사 탐방,tour,3,15:20~16:30,무료,"의정부지 상설 전통무예행사는 의정부지 역사유적광장을 찾는 시민 및 관광객들에게 우리의 전통문화를 널리 알려 역사도시 서울 이미지를 높이고, 평소에 경험하기 어려운 전통무예행사를 통해 문화 향유 기회를 제공하기 위해 서울시 주최로 진행되는 행사이다. 행사는 의정부를 포함한 육조거리에 주둔하였던 삼군부 군사들의 무예훈련 시연과 전통무예체험으로 구성된다.",02-6958-5444,서울특별시 종로구 종로1길 45 (세종로),37.5746727436,126.9783985779,
2025 종로 어디나 스테이지 연중공연,문화 예술,tour,3,공연별 상이,무료,"5월 개막축제를 시작으로 종로 곳곳을 찾아가는 종로구 공연문화 정착 프로젝트 <어디나 스테이지> 봄부터 겨울까지 사계절 내내 2025년 종로는 언제나, 누구나 즐길 수 있는 공연 성수기! 수성동계곡과 보신각, 흥인지문공원 등 종로를 대표하는 장소에서 매달 계절별 · 장소별 다채로운 연중 공연이 펼쳐진다!",02-6203-1164,서울특별시 종로구 옥인동185-3,37.5826520829,126.9623137070,
제27회 서울세계무용축제,문화 예술,tour,3,"공연별 상이 (15시, 19시30분, 20시 등)","공연별 상이(3만원, 4만원, 5만원 등)<BR>각 공연장별 할인규정 다름(시댄스회원15%, 경로할인50%, 청소년할인30%, 공연예술인할인 30% 등)","1998년 제13차 국제무용협회(CID-UNESCO) 세계총회 서울 유치를 계기로 시작된 시댄스는 지난 25년 동안 아시아와 유럽을 비롯해 아프리카, 중남미, 오세아니아, 중동 등 전 세계에서 외국 433개, 국내 572개 단체와 예술가들의 다양한 작품을 초청해 선보여 왔다. 외국의 최정상급 작품과 라이징 스타를 국내 관객에게 소개하고, 한국의 무용가들을 해외에 진출시키는 가교 역할을 하며 국내 최대 규모이자 최고 수준의 국제무용 페스티벌로 자리매김했다. 2018년부터는 <난민>, <폭력> 등 사회정치적 이슈를 다루는 특집을 기획해 예술을 통해 다양한 사회적 메시지를 전달하는 데 주력했다. 코로나19 팬데믹으로 인한 많은 제약 속에서도 2020년 온라인 축제와 2021년 하이브리드 축제를 개최하며 무용 공연의 영상화와 국제 온라인 공연마켓을 선도했다. 단계적 일상 회복에 따라 대면 축제를 재개했고, 본격적인 무용예술의 장으로서 예술가와 시민들을 함께 아우르는 진정한 축제로 나아가고자 한다.",02-3216-1185,서울특별시 종로구 대학로10길 17 (동숭동),37.5821500970,127.0031961055,
제45회 서울무용제,문화 예술,tour,3,20:00 / 시상식 및 폐막식 15:00,"무념무상1,2 / 명작무극장 : R석 50,000원, S석 30,000원<br> 경연대상부문 : R석 30,000원, S석 20,000원<br> 춤판시리즈(남판여판춤판, 열정춤판), Seoul Dance Lab : 균일석 30,000원","45년의 시간 속, 내딛은 수많은 발걸음. 서울 시민과 함께 나아가는 서울 대표 공연예술축제 서울무용제! 벌어지는 간극과 갈등 사이, 세대와 장르의 벽을 넘어 '춤'의 역할을 고찰하며 시대와 시대,  이 끝없는 변화 속 경계의 한 지점에서 몸의 언어로 다가가고자한다.

“경계를 허물다”
지금까지 우리는 성별, 시대, 인종 등 서로 다른 모든 것을 구분 지으며 살아왔다. 그러나 급속도로 발전하는 과학은 절대 넘을 수 없다고 여겨졌던 그 많은 구분과 경계들을 한순간에 무너뜨리고 있다. 연령, 계층, 남녀노소, 국경, 언어, 심지어 인간과 과학까지.... 전 세계가 동시대에 접어든 지금, 조금 더 새로운 것을 추구하고 다채로움을 원했던 인간은 호기심을 넘어 행동하기 시작했고 경계를 하나둘 허물며 새롭게 조합하고 구성하여 융합하고 확장함으로써 더 넓고 새로운 세상을 만들어간다. 세대와 장르, 남녀와 인종, 시대와 시대, 예술성과 대중성 사이 간극을 좁히고 경계를 허물어 무용 예술의 새로운 패러다임 제시와 영역 확장을 위해 이야기해 보고자 한다.",02-744-8066(내선번호1835),서울특별시 종로구 대학로8길 7,37.5811724288,127.0029794866,
2024 아시아송 페스티벌 X 문화잇지오,문화 예술,tour,3,,무료,"<아시아송 페스티벌>은 아시아 국가 간 문화교류 활성화를 위해 2004년을 시작되어 올해로 20주년을 맞았다. 아시아 대중문화의 현 주소를 알리는 아시아 대표 음악 축제이자, 아시아 대중문화 교류의 허브로 자리매김한 아시아송 페스티벌! 이제는 아시아를 넘어 전 세계 문화교류의 문을 두드린다.
<문화잇지오>는 시공간의 경계를 넘어 문화로 세계를 잇는 다리를 통해 다양한 문화가 공존하는 경이로움을 만날 수 있는 곳이다. 2024년에는 필리핀과 자메이카의 문화를 선보일 예정이며 각국의 문화를 우리나라에서 직접 보고, 체험함으로써 그 문화를 생생하게 즐길 수 있는 오감만족형 문화 축제이다.",070-4333-2380,서울특별시 영등포구 여의도동,37.5321517823,126.9280154821,
난지한강공원 익스트림장,액티비티,tour,4,"연중무휴
- 동절기 09:00~16:00<br>- 하절기 09:00~18:00","이용요금:무료<br>
※ 단체 사용은 난지안내센터로 장소사용 신청
주요시설:점프대 / 마운드 / 시소외나무길 / 웨이브 / 자연석 요철 / 슬라럼 / 나무계단 
","난지한강공원 익스트림장은 난지한강공원 내에 위치한 자전거공원에 산악자전거 전문 마니아뿐만 아니라 초, 중급 자전거 입문자들도 익스트림 자전거를 쉽고 안전하게 즐길 수 있는 MTB(Mountain Terrain Bike) 코스장이다. 폭 4m, 길이 450m 규모의 MTB 코스장(산악자전거 체험장)은 평지에 조성된 국내 최초 MTB 코스장으로, 산의 굴곡과 경사가 완벽하게 재현되어 있다.",02-3780-0611,서울특별시 마포구 한강난지로 162 (상암동),37.5630252055,126.8851546298,
서울시립문래청소년수련관,액티비티,tour,4,"매주 일요일 / 공휴일
06:00~21:00",,"문래청소년수련관은 청소년들의 복지증진 및 수련활동을 지원하고 지역주민들에게 체육활동을 통한 건강생활 영위, 지역사회 발전과 공동체 형성, 건전한 생활을 통한 복지사회 구현을 위하여 서울시가 건립하고 영등포구청이 운영하는 시설이다. 유아교육, 평생교육, 청소년 문화활동 교육, 청소년 종합 상담교육, 사회체육 그리고 지역사회봉사활동 등을 중심으로 활발한 사업을 전개하고 청소년들에게 열린 공간으로서의 확고한 자리매김과 지역주민에게 다가서는 소임을 감당하기 위해 투철한 사명감을 가지고 충실히 운영하고 있다.",02-2167-0100,서울특별시 영등포구 문래로 110(문래동3가),37.5188582745,126.8940106221,
서초구민체육센터 수영장,액티비티,tour,4,"매주 일요일
[자유이용 (화, 목)]<br>12:00~12:50<br>※ 이외의 프로그램 별 이용 시간은 홈페이지 참조 요망","이용요금:[자유이용]<br>
- 어린이 및 경로 : 1,500원<br>
- 청소년 : 2,200원<br>
- 성인 : 3,300원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
부대시설: 체육관, 탁구장, 헬스장, 라켓볼장
","서초구민체육센터는 구민의 건강증진과 여가선용을 위해 서초구청에서 위탁 받아 운영하고 있는 종합스포츠센터이다. 지하 2층, 지상 3층의 규모로 1994년 10월 28일 개관한 이래 사회체육 활동, 평생교육 활동, 청소년 상담 활동 등 다양한 종류의 프로그램을 실시하고 있으며 지역주민의 건강과 여가 활동의 장으로 활용될 수 있도록 노력하고 있다.
온 가족이 함께할 수 있는 유아, 어린이, 청소년, 성인, 어르신을 위한 프로그램으로 수영, 헬스, 탁구, 라켓볼, GX 프로그램과 국민체력100 서초체력인증센터를 운영함으로써 지역주민의 복지증진과 삶의 질 향상에 크게 기여하고 있다.",,서울특별시 서초구 사평대로 55 (반포동),37.4985345878,126.9907301631,
